city,lat,lng,country,iso2,admin,capital,population,population_proper
BALLIANG EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COIMADAI,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DARLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENMORE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOPETOUN PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LONG FOREST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MADDINGLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MERRIMU,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARWAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROWSLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STAUGHTON VALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DALES CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GREENDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KOROBEIT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MYRNIONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PENTLAND HILLS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BALLAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BEREMBOKE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BLAKEVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUNDING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COLBROOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DURDIDWARRAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FISKVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
INGLISTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT WALLACE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GORDON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALFREDTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BAKERY HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BALLARAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BALLARAT CENTRAL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BALLARAT EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BALLARAT NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BALLARAT WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BLACK HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BROWN HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CANADIAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EUREKA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GOLDEN POINT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
INVERMAY PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE WENDOUREE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LUCAS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT CLEAR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT HELEN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT PLEASANT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NERRINA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEWINGTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
REDAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SOLDIERS HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SOVEREIGN HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BERRINGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BO PEEP,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CAPE CLEAR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CARNGHAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHEPSTOWE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HADDON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HAPPY VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HILLCREST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ILLABAROOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE BOLAC,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MININERA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MORTCHUP,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT EMU,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NERRIN NERRIN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEWTOWN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NINTINGBOOL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PIGGOREET,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PITFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROKEWOOD JUNCTION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROSS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SCARSDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SMYTHES CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SMYTHESDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SNAKE VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SPRINGDALLAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STAFFORDSHIRE REEF,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STREATHAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WALLINDUC,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WESTMERE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ADDINGTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BALLARAT ROADSIDE DELIVERY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BARKSTEAD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BLOWHARD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOLWARRAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BONSHAW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BREWSTER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BULLAROOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUNGAREE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUNKERS HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BURRUMBEET,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CAMBRIAN HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CARDIGAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CARDIGAN VILLAGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHAPEL FLAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CLARENDON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CLARETOWN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CLARKES HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CORINDHAP,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DEAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DEREEL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DUNNSTOWN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DURHAM LEAD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ENFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ERCILDOUNE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GARIBALDI,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLEN PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENBRAE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GONG GONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GRENVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
INVERMAY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAL LAL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAMPLOUGH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LANGI KAL KAL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LEARMONTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LEIGH CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LEXTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAGPIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MILLBROOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MINERS REST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MITCHELL PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOLLONGGHIP,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT BOLTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT EGERTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT MERCER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT MITCHELL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT ROWAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NAPOLEONS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NAVIGATORS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
POOTILLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SCOTCHMANS LEAD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SCOTSBURN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SPRINGBANK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SULKY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WALLACE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WARRENHEIP,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WATTLE FLAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WAUBRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WEATHERBOARD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WERNETH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WINDERMERE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YENDON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BALLARAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BAKERY HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BALLARAT MC,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE GARDENS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MITCHELL PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WENDOUREE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WENDOUREE VILLAGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BONSHAW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DELACOMBE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SEBASTOPOL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUNINYONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SCOTSMANS LEAD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YARROWEE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WINTER VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HAPPY VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LINTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MANNIBADAR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PITTONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILLOWVALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRADVALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CARRANBALLAC,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SKIPTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CRESWICK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CRESWICK NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DEAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENDARUEL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LANGDONS HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT BECKWORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TOURELLO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALLENDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ASCOT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BALD HILLS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BARKSTEAD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BLAMPIED,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BROOMFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CABBAGE TREE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CAMPBELLTOWN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COGHILLS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENDONALD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENDONNELL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JOYCES CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KINGSTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KOOROOCHEANG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAWRENCE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT PROSPECT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEWLYN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEWLYN NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROCKLYN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SMEATON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SMOKEY TOWN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SMOKEYTOWN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SPRINGMOUNT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STRATHLEA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ULLINA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WERONA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CLUNES,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENGOWER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT CAMERON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ULLINA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
AMHERST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BURNBANK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CARALULUP,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DUNACH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EVANSFORD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LILLICUR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT GLASGOW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RED LION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STONY CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TALBOT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BEAUFORT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHUTE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CROSS ROADS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE GOLDSMITH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE WONGAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAIN LEAD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MENA PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NERRING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RAGLAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SHIRLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STOCKYARD HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STONELEIGH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TRAWALLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WATERLOO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GREAT WESTERN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BALLYROGAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BAYINDEEN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUANGOR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MIDDLE CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
AMPHITHEATRE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ARARAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ARARAT EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ARMSTRONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BEN NEVIS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BULGANA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CATHCART,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CROWLANDS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DENICULL CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DOBIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DUNNEWORTHY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EVERSLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GREAT WESTERN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JALLUKUR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LANGI LOGAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAROONA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT COLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT COLE CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT LONARCH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOYSTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NORVAL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RHYMNEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROCKY POINT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROSSBRIDGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SHAYS FLAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WARRAK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TATYOON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YALLA-Y-POORA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BERRAMBOOL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BORNES HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHATSWORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAFEKING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STAVELY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WATGANIA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WICKLIFFE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILLAURA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILLAURA NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BELLELLEN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRIDGE INN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOKEPILLY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STAWELL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STAWELL WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WINJALLOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BARKLY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BELLELLEN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BELLFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BLACK RANGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOLANGUM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CALLAWADDA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CAMPBELLS BRIDGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CONCONGELLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DEEP LEAD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FYANS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GERMANIA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GREENS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HALLS GAP,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ILLAWARRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JOEL JOEL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JOEL SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KANYA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE FYANS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE LONSDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LUBECK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOKEPILLY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MORRL MORRL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT DRYDEN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARADISE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
POMONAL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROSTRON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WAL WAL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WALLALOO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WALLALOO EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BARKLY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CONCONGELLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FRENCHMANS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JOEL JOEL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JOEL SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LANDSBOROUGH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LANDSBOROUGH WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NAVARRE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SHAYS FLAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TULKARA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WATTLE CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DADSWELLS BRIDGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DEEP LEAD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENORCHY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LEDCOURT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LUBECK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RIACHELLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROSES GAP,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WAL WAL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOLANGUM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CALLAWADDA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CAMPBELLS BRIDGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GERMANIA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GREENS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KANYA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MARNOO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MARNOO WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MORRL MORRL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WALLALOO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WALLALOO EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BANYENA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RUPANYUP,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KEWELL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MURTOA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRIM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOOLITE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MINYIP,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SHEEP HILLS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
